# These are block icons that do not required advanced rendering.
6	0	blocks/sapling_oak.png
6	1	blocks/sapling_spruce.png
6	2	blocks/sapling_birch.png
6	3	blocks/sapling_jungle.png
6	4	blocks/sapling_acacia.png
6	5	blocks/sapling_roofed_oak.png
8	0	blocks/water_flow.png
9	0	blocks/water_still.png
10	0	blocks/lava_flow.png
11	0	blocks/lava_still.png
27	0	blocks/rail_golden.png
28	0	blocks/rail_detector.png
30	0	blocks/web.png
31	0	blocks/deadbush.png
31	1	blocks/tallgrass.png
31	2	blocks/fern.png
31	3	blocks/deadbush.png
32	0	blocks/deadbush.png
37	0	blocks/flower_dandelion.png
38	0	blocks/flower_rose.png
38	1	blocks/flower_blue_orchid.png
38	2	blocks/flower_allium.png
38	3	blocks/flower_houstonia.png
38	4	blocks/flower_tulip_red.png
38	5	blocks/flower_tulip_orange.png
38	6	blocks/flower_tulip_white.png
38	7	blocks/flower_tulip_pink.png
38	8	blocks/flower_oxeye_daisy.png
39	0	blocks/mushroom_brown.png
40	0	blocks/mushroom_red.png
50	0	blocks/torch_on.png
51	0	blocks/fire_layer_0.png
65	0	blocks/ladder.png
66	0	blocks/rail_normal.png
69	0	blocks/lever.png
76	0	blocks/redstone_torch_on.png
90	0	blocks/portal.png
101	0	blocks/iron_bars.png
102	0	blocks/glass.png
106	0	blocks/vine.png
111	0	blocks/waterlily.png
119	0	blocks/portal.png
127	0	blocks/cocoa_stage_2.png
131	0	blocks/trip_wire_source.png
141	0	blocks/carrots_stage_0.png
142	0	blocks/potatoes_stage_0.png
157	0	blocks/rail_activator.png
160	0	blocks/glass_white.png
160	1	blocks/glass_orange.png
160	2	blocks/glass_magenta.png
160	3	blocks/glass_light_blue.png
160	4	blocks/glass_yellow.png
160	5	blocks/glass_lime.png
160	6	blocks/glass_pink.png
160	7	blocks/glass_gray.png
160	8	blocks/glass_silver.png
160	9	blocks/glass_cyan.png
160	10	blocks/glass_purple.png
160	11	blocks/glass_blue.png
160	12	blocks/glass_brown.png
160	13	blocks/glass_green.png
160	14	blocks/glass_red.png
160	15	blocks/glass_black.png
175	0	blocks/double_plant_sunflower_front.png
175	1	blocks/double_plant_syringa_top.png
175	2	blocks/double_plant_grass_top.png
175	3	blocks/double_plant_fern_top.png
175	4	blocks/double_plant_rose_top.png
175	5	blocks/double_plant_paeonia_top.png
